Token,Lexeme,Form,Stem,Rule
ἵστατο,lsj.n51241,forms.3332130000,irregverb.irregverbn51241imp18,irreginfl.irregular2
ἵστημι,lsj.n51241,forms.3111110000,irregverb.irregverbn51241p1,irreginfl.irregular2
ἵστης,lsj.n51241,forms.3211110000,irregverb.irregverbn51241p2,irreginfl.irregular2
ἵστησι,lsj.n51241,forms.3311110000,irregverb.irregverbn51241p3,irreginfl.irregular2
ἵστησιν,lsj.n51241,forms.3311110000,irregverb.irregverbn51241p3b,irreginfl.irregular2
ἵσταμεν,lsj.n51241,forms.3131110000,irregverb.irregverbn51241p4,irreginfl.irregular2
ἵστατε,lsj.n51241,forms.3231110000,irregverb.irregverbn51241p5,irreginfl.irregular2
ἵστασι,lsj.n51241,forms.3331110000,irregverb.irregverbn51241p6,irreginfl.irregular2
ἵστασιν,lsj.n51241,forms.3331110000,irregverb.irregverbn51241p6b,irreginfl.irregular2
ἵσταμαι,lsj.n51241,forms.3111120000,irregverb.irregverbn51241p7,irreginfl.irregular2
ἵστασαι,lsj.n51241,forms.3211120000,irregverb.irregverbn51241p8,irreginfl.irregular2
ἵσταται,lsj.n51241,forms.3311120000,irregverb.irregverbn51241p9,irreginfl.irregular2
ἱστάμεθα,lsj.n51241,forms.3131120000,irregverb.irregverbn51241p10,irreginfl.irregular2
ἵστασθε,lsj.n51241,forms.3231120000,irregverb.irregverbn51241p11,irreginfl.irregular2
ἵστανται,lsj.n51241,forms.3331120000,irregverb.irregverbn51241p12,irreginfl.irregular2
ἵσταμαι,lsj.n51241,forms.3111130000,irregverb.irregverbn51241p13,irreginfl.irregular2
ἵστασαι,lsj.n51241,forms.3211130000,irregverb.irregverbn51241p14,irreginfl.irregular2
ἵσταται,lsj.n51241,forms.3311130000,irregverb.irregverbn51241p15,irreginfl.irregular2
ἱστάμεθα,lsj.n51241,forms.3131130000,irregverb.irregverbn51241p16,irreginfl.irregular2
ἵστασθε,lsj.n51241,forms.3231130000,irregverb.irregverbn51241p17,irreginfl.irregular2
ἵστανται,lsj.n51241,forms.3331130000,irregverb.irregverbn51241p18,irreginfl.irregular2
ἵστη,lsj.n51241,forms.3211410000,irregverb.irregverbn51241impv2,irreginfl.irregular2
ἱστάτω,lsj.n51241,forms.3311410000,irregverb.irregverbn51241impv3,irreginfl.irregular2
ἵστατε,lsj.n51241,forms.3231410000,irregverb.irregverbn51241impv5,irreginfl.irregular2
ἱστάντων,lsj.n51241,forms.3331410000,irregverb.irregverbn51241impv6,irreginfl.irregular2
ἱσταίην,lsj.n51241,forms.3111310000,irregverb.irregverbn51241po1,irreginfl.irregular2
ἱσταίης,lsj.n51241,forms.3211310000,irregverb.irregverbn51241po2,irreginfl.irregular2
ἱσταίη,lsj.n51241,forms.3311310000,irregverb.irregverbn51241po3,irreginfl.irregular2
ἱσταῖμεν,lsj.n51241,forms.3131310000,irregverb.irregverbn51241po4,irreginfl.irregular2
ἱσταῖτε,lsj.n51241,forms.3231310000,irregverb.irregverbn51241po5,irreginfl.irregular2
ἱσταῖεν,lsj.n51241,forms.3331310000,irregverb.irregverbn51241po6,irreginfl.irregular2
ἱσταίμην,lsj.n51241,forms.3111320000,irregverb.irregverbn51241po7,irreginfl.irregular2
ἱσταῖο,lsj.n51241,forms.3211320000,irregverb.irregverbn51241po8,irreginfl.irregular2
ἱσταῖτο,lsj.n51241,forms.3311320000,irregverb.irregverbn51241po9,irreginfl.irregular2
ἱσταίμεθα,lsj.n51241,forms.3131320000,irregverb.irregverbn51241po10,irreginfl.irregular2
ἱσταῖσθε,lsj.n51241,forms.3231320000,irregverb.irregverbn51241po11,irreginfl.irregular2
ἱσταῖντο,lsj.n51241,forms.3331320000,irregverb.irregverbn51241po12,irreginfl.irregular2
ἱσταίμην,lsj.n51241,forms.3111330000,irregverb.irregverbn51241po13,irreginfl.irregular2
ἱσταῖο,lsj.n51241,forms.3211330000,irregverb.irregverbn51241po14,irreginfl.irregular2
ἱσταῖτο,lsj.n51241,forms.3311330000,irregverb.irregverbn51241po15,irreginfl.irregular2
ἱσταίμεθα,lsj.n51241,forms.3131330000,irregverb.irregverbn51241po16,irreginfl.irregular2
ἱσταῖσθε,lsj.n51241,forms.3231330000,irregverb.irregverbn51241po17,irreginfl.irregular2
ἱσταῖντο,lsj.n51241,forms.3331330000,irregverb.irregverbn51241po18,irreginfl.irregular2
ἱστῶ,lsj.n51241,forms.3111210000,irregverb.irregverbn51241ps1,irreginfl.irregular2
ἱστῇς,lsj.n51241,forms.3211210000,irregverb.irregverbn51241ps2,irreginfl.irregular2
ἱστῇ,lsj.n51241,forms.3311210000,irregverb.irregverbn51241ps3,irreginfl.irregular2
ἱστῶμεν,lsj.n51241,forms.3131210000,irregverb.irregverbn51241ps4,irreginfl.irregular2
ἱστῆτε,lsj.n51241,forms.3231210000,irregverb.irregverbn51241ps5,irreginfl.irregular2
ἱστώσι,lsj.n51241,forms.3331210000,irregverb.irregverbn51241ps6,irreginfl.irregular2
ἱστώσιν,lsj.n51241,forms.3331210000,irregverb.irregverbn51241ps6b,irreginfl.irregular2
ἱστῶμαι,lsj.n51241,forms.3111220000,irregverb.irregverbn51241ps7,irreginfl.irregular2
ἱστῇ,lsj.n51241,forms.3211220000,irregverb.irregverbn51241ps8,irreginfl.irregular2
ἱστῆται,lsj.n51241,forms.3311220000,irregverb.irregverbn51241ps9,irreginfl.irregular2
ἱστώμεθα,lsj.n51241,forms.3131220000,irregverb.irregverbn51241ps10,irreginfl.irregular2
ἱστῆσθε,lsj.n51241,forms.3231220000,irregverb.irregverbn51241ps11,irreginfl.irregular2
ἱστῶνται,lsj.n51241,forms.3331220000,irregverb.irregverbn51241ps12,irreginfl.irregular2
ἱστῶμαι,lsj.n51241,forms.3111230000,irregverb.irregverbn51241ps13,irreginfl.irregular2
ἱστῇ,lsj.n51241,forms.3211230000,irregverb.irregverbn51241ps14,irreginfl.irregular2
ἱστῆται,lsj.n51241,forms.3311230000,irregverb.irregverbn51241ps15,irreginfl.irregular2
ἱστώμεθα,lsj.n51241,forms.3131230000,irregverb.irregverbn51241ps16,irreginfl.irregular2
ἱστῆσθε,lsj.n51241,forms.3231230000,irregverb.irregverbn51241ps17,irreginfl.irregular2
ἱστῶνται,lsj.n51241,forms.3331230000,irregverb.irregverbn51241ps18,irreginfl.irregular2
ἔθηκα,lsj.n103922,forms.3113110000,irregverb.irregverbn103922a1,irreginfl.irregular2
ἔθηκας,lsj.n103922,forms.3213110000,irregverb.irregverbn103922a2,irreginfl.irregular2
ἔθηκε,lsj.n103922,forms.3313110000,irregverb.irregverbn103922a3,irreginfl.irregular2
ἔθηκεν,lsj.n103922,forms.3313110000,irregverb.irregverbn103922a3b,irreginfl.irregular2
ἔθεμεν,lsj.n103922,forms.3133110000,irregverb.irregverbn103922a4,irreginfl.irregular2
ἔθετε,lsj.n103922,forms.3233110000,irregverb.irregverbn103922a5,irreginfl.irregular2
ἔθεσαν,lsj.n103922,forms.3333110000,irregverb.irregverbn103922a6,irreginfl.irregular2
ἐθέμην,lsj.n103922,forms.3113120000,irregverb.irregverbn103922a7,irreginfl.irregular2
ἔθου,lsj.n103922,forms.3213120000,irregverb.irregverbn103922a8,irreginfl.irregular2
ἔθετο,lsj.n103922,forms.3313120000,irregverb.irregverbn103922a9,irreginfl.irregular2
ἐθέμεθα,lsj.n103922,forms.3133120000,irregverb.irregverbn103922a10,irreginfl.irregular2
ἔθεσθε,lsj.n103922,forms.3233120000,irregverb.irregverbn103922a11,irreginfl.irregular2
ἔθεντο,lsj.n103922,forms.3333120000,irregverb.irregverbn103922a12,irreginfl.irregular2
θείην,lsj.n103922,forms.3113310000,irregverb.irregverbn103922ao1,irreginfl.irregular2
θείης,lsj.n103922,forms.3213310000,irregverb.irregverbn103922ao2,irreginfl.irregular2
θείη,lsj.n103922,forms.3313310000,irregverb.irregverbn103922ao3,irreginfl.irregular2
θεῖμεν,lsj.n103922,forms.3133310000,irregverb.irregverbn103922ao4,irreginfl.irregular2
θεῖτε,lsj.n103922,forms.3233310000,irregverb.irregverbn103922ao5,irreginfl.irregular2
θεῖεν,lsj.n103922,forms.3333310000,irregverb.irregverbn103922ao6,irreginfl.irregular2
θείμην,lsj.n103922,forms.3113320000,irregverb.irregverbn103922ao7,irreginfl.irregular2
θεῖο,lsj.n103922,forms.3213320000,irregverb.irregverbn103922ao8,irreginfl.irregular2
θεῖτο,lsj.n103922,forms.3313320000,irregverb.irregverbn103922ao9,irreginfl.irregular2
θείμεθα,lsj.n103922,forms.3133320000,irregverb.irregverbn103922ao10,irreginfl.irregular2
θεῖσθε,lsj.n103922,forms.3233320000,irregverb.irregverbn103922ao11,irreginfl.irregular2
θεῖντο,lsj.n103922,forms.3333320000,irregverb.irregverbn103922ao12,irreginfl.irregular2
θῶ,lsj.n103922,forms.3113210000,irregverb.irregverbn103922as1,irreginfl.irregular2
θῇς,lsj.n103922,forms.3213210000,irregverb.irregverbn103922as2,irreginfl.irregular2
θῇ,lsj.n103922,forms.3313210000,irregverb.irregverbn103922as3,irreginfl.irregular2
θῶμεν,lsj.n103922,forms.3133210000,irregverb.irregverbn103922as4,irreginfl.irregular2
θήτε,lsj.n103922,forms.3233210000,irregverb.irregverbn103922as5,irreginfl.irregular2
θῶσιδῶσι,lsj.n103922,forms.3333210000,irregverb.irregverbn103922as6,irreginfl.irregular2
θῶσιν,lsj.n103922,forms.3333210000,irregverb.irregverbn103922as6b,irreginfl.irregular2
θῶμαι,lsj.n103922,forms.3113220000,irregverb.irregverbn103922as7,irreginfl.irregular2
θῇ,lsj.n103922,forms.3213220000,irregverb.irregverbn103922as8,irreginfl.irregular2
θῆται,lsj.n103922,forms.3313220000,irregverb.irregverbn103922as9,irreginfl.irregular2
θώμεθα,lsj.n103922,forms.3133220000,irregverb.irregverbn103922as10,irreginfl.irregular2
θῆσθε,lsj.n103922,forms.3233220000,irregverb.irregverbn103922as11,irreginfl.irregular2
θῶνται,lsj.n103922,forms.3333220000,irregverb.irregverbn103922as12,irreginfl.irregular2
ἐτίθην,lsj.n103922,forms.3112110000,irregverb.irregverbn103922imp1,irreginfl.irregular2
ἐτίθεις,lsj.n103922,forms.3212110000,irregverb.irregverbn103922imp2,irreginfl.irregular2
ἐτίθει,lsj.n103922,forms.3312110000,irregverb.irregverbn103922imp3,irreginfl.irregular2
ἐτίθεμεν,lsj.n103922,forms.3132110000,irregverb.irregverbn103922imp4,irreginfl.irregular2
ἐτίθετε,lsj.n103922,forms.3232110000,irregverb.irregverbn103922imp5,irreginfl.irregular2
ἐτίθεσαν,lsj.n103922,forms.3332110000,irregverb.irregverbn103922imp6,irreginfl.irregular2
ἐτιθέμην,lsj.n103922,forms.3112120000,irregverb.irregverbn103922imp7,irreginfl.irregular2
ἐτίθεσο,lsj.n103922,forms.3212120000,irregverb.irregverbn103922imp8,irreginfl.irregular2
ἐτίθετο,lsj.n103922,forms.3312120000,irregverb.irregverbn103922imp9,irreginfl.irregular2
ἐτιθέμεθα,lsj.n103922,forms.3132120000,irregverb.irregverbn103922imp10,irreginfl.irregular2
ἐτίθεσθε,lsj.n103922,forms.3232120000,irregverb.irregverbn103922imp11,irreginfl.irregular2
δίἐτίθεντοδονται,lsj.n103922,forms.3332120000,irregverb.irregverbn103922imp12,irreginfl.irregular2
ἐτιθέμην,lsj.n103922,forms.3112130000,irregverb.irregverbn103922imp13,irreginfl.irregular2
ἐτίθεσο,lsj.n103922,forms.3212130000,irregverb.irregverbn103922imp14,irreginfl.irregular2
ἐτίθετο,lsj.n103922,forms.3312130000,irregverb.irregverbn103922imp15,irreginfl.irregular2
ἐτιθέμεθα,lsj.n103922,forms.3132130000,irregverb.irregverbn103922imp16,irreginfl.irregular2
ἐτίθεσθε,lsj.n103922,forms.3232130000,irregverb.irregverbn103922imp17,irreginfl.irregular2
ἐτίθεντο,lsj.n103922,forms.3332130000,irregverb.irregverbn103922imp18,irreginfl.irregular2
τίθημι,lsj.n103922,forms.3111110000,irregverb.irregverbn103922p1,irreginfl.irregular2
τίθης,lsj.n103922,forms.3211110000,irregverb.irregverbn103922p2,irreginfl.irregular2
τίθησι,lsj.n103922,forms.3311110000,irregverb.irregverbn103922p3,irreginfl.irregular2
τίθησιν,lsj.n103922,forms.3311110000,irregverb.irregverbn103922p3b,irreginfl.irregular2
τίθεμεν,lsj.n103922,forms.3131110000,irregverb.irregverbn103922p4,irreginfl.irregular2
τίθετε,lsj.n103922,forms.3231110000,irregverb.irregverbn103922p5,irreginfl.irregular2
τιθέασι,lsj.n103922,forms.3331110000,irregverb.irregverbn103922p6,irreginfl.irregular2
τιθέασιν,lsj.n103922,forms.3331110000,irregverb.irregverbn103922p6b,irreginfl.irregular2
τίθεμαι,lsj.n103922,forms.3111120000,irregverb.irregverbn103922p7,irreginfl.irregular2
τίθεσαι,lsj.n103922,forms.3211120000,irregverb.irregverbn103922p8,irreginfl.irregular2
τίθεται,lsj.n103922,forms.3311120000,irregverb.irregverbn103922p9,irreginfl.irregular2
τιθέμεθα,lsj.n103922,forms.3131120000,irregverb.irregverbn103922p10,irreginfl.irregular2
τίθεσθε,lsj.n103922,forms.3231120000,irregverb.irregverbn103922p11,irreginfl.irregular2
τίθενται,lsj.n103922,forms.3331120000,irregverb.irregverbn103922p12,irreginfl.irregular2
τίθεμαι,lsj.n103922,forms.3111130000,irregverb.irregverbn103922p13,irreginfl.irregular2
τίθεσαι,lsj.n103922,forms.3211130000,irregverb.irregverbn103922p14,irreginfl.irregular2
τίθεται,lsj.n103922,forms.3311130000,irregverb.irregverbn103922p15,irreginfl.irregular2
τιθέμεθα,lsj.n103922,forms.3131130000,irregverb.irregverbn103922p16,irreginfl.irregular2
τίθεσθε,lsj.n103922,forms.3231130000,irregverb.irregverbn103922p17,irreginfl.irregular2
τίθενται,lsj.n103922,forms.3331130000,irregverb.irregverbn103922p18,irreginfl.irregular2
τίθει,lsj.n103922,forms.3211410000,irregverb.irregverbn103922impv2,irreginfl.irregular2
τιθέτω,lsj.n103922,forms.3311410000,irregverb.irregverbn103922impv3,irreginfl.irregular2
τίθετε,lsj.n103922,forms.3231410000,irregverb.irregverbn103922impv5,irreginfl.irregular2
τιθέντων,lsj.n103922,forms.3331410000,irregverb.irregverbn103922impv6,irreginfl.irregular2
τιθείην,lsj.n103922,forms.3111310000,irregverb.irregverbn103922po1,irreginfl.irregular2
τιθείης,lsj.n103922,forms.3211310000,irregverb.irregverbn103922po2,irreginfl.irregular2
τιθείη,lsj.n103922,forms.3311310000,irregverb.irregverbn103922po3,irreginfl.irregular2
τιθεῖμεν,lsj.n103922,forms.3131310000,irregverb.irregverbn103922po4,irreginfl.irregular2
τιθεῖτε,lsj.n103922,forms.3231310000,irregverb.irregverbn103922po5,irreginfl.irregular2
τιθεῖεν,lsj.n103922,forms.3331310000,irregverb.irregverbn103922po6,irreginfl.irregular2
τιθείμην,lsj.n103922,forms.3111320000,irregverb.irregverbn103922po7,irreginfl.irregular2
τιθεῖο,lsj.n103922,forms.3211320000,irregverb.irregverbn103922po8,irreginfl.irregular2
τιθεῖτο,lsj.n103922,forms.3311320000,irregverb.irregverbn103922po9,irreginfl.irregular2
τιθείμεθα,lsj.n103922,forms.3131320000,irregverb.irregverbn103922po10,irreginfl.irregular2
τιθεῖσθε,lsj.n103922,forms.3231320000,irregverb.irregverbn103922po11,irreginfl.irregular2
τιθεῖντο,lsj.n103922,forms.3331320000,irregverb.irregverbn103922po12,irreginfl.irregular2
τιθείμην,lsj.n103922,forms.3111330000,irregverb.irregverbn103922po13,irreginfl.irregular2
τιθεῖο,lsj.n103922,forms.3211330000,irregverb.irregverbn103922po14,irreginfl.irregular2
τιθεῖτο,lsj.n103922,forms.3311330000,irregverb.irregverbn103922po15,irreginfl.irregular2
τιθείμεθα,lsj.n103922,forms.3131330000,irregverb.irregverbn103922po16,irreginfl.irregular2
τιθεῖσθε,lsj.n103922,forms.3231330000,irregverb.irregverbn103922po17,irreginfl.irregular2
τιθεῖντο,lsj.n103922,forms.3331330000,irregverb.irregverbn103922po18,irreginfl.irregular2
τιθῶ,lsj.n103922,forms.3111210000,irregverb.irregverbn103922ps1,irreginfl.irregular2
τιθῇς,lsj.n103922,forms.3211210000,irregverb.irregverbn103922ps2,irreginfl.irregular2
τιθῇ,lsj.n103922,forms.3311210000,irregverb.irregverbn103922ps3,irreginfl.irregular2
τιθῶμεν,lsj.n103922,forms.3131210000,irregverb.irregverbn103922ps4,irreginfl.irregular2
τιθῆτε,lsj.n103922,forms.3231210000,irregverb.irregverbn103922ps5,irreginfl.irregular2
τιθῶσι,lsj.n103922,forms.3331210000,irregverb.irregverbn103922ps6,irreginfl.irregular2
τιθῶσιν,lsj.n103922,forms.3331210000,irregverb.irregverbn103922ps6b,irreginfl.irregular2
τιθῶμαι,lsj.n103922,forms.3111220000,irregverb.irregverbn103922ps7,irreginfl.irregular2
τιθῇ,lsj.n103922,forms.3211220000,irregverb.irregverbn103922ps8,irreginfl.irregular2
τιθῆται,lsj.n103922,forms.3311220000,irregverb.irregverbn103922ps9,irreginfl.irregular2
τιθώμεθα,lsj.n103922,forms.3131220000,irregverb.irregverbn103922ps10,irreginfl.irregular2
τιθῆσθε,lsj.n103922,forms.3231220000,irregverb.irregverbn103922ps11,irreginfl.irregular2
τιθῶνται,lsj.n103922,forms.3331220000,irregverb.irregverbn103922ps12,irreginfl.irregular2
τιθῶμαι,lsj.n103922,forms.3111230000,irregverb.irregverbn103922ps13,irreginfl.irregular2
τιθῇ,lsj.n103922,forms.3211230000,irregverb.irregverbn103922ps14,irreginfl.irregular2
τιθῆται,lsj.n103922,forms.3311230000,irregverb.irregverbn103922ps15,irreginfl.irregular2
τιθώμεθα,lsj.n103922,forms.3131230000,irregverb.irregverbn103922ps16,irreginfl.irregular2
τιθῆσθε,lsj.n103922,forms.3231230000,irregverb.irregverbn103922ps17,irreginfl.irregular2
τιθῶνται,lsj.n103922,forms.3331230000,irregverb.irregverbn103922ps18,irreginfl.irregular2
διδόναι,lsj.n26447,forms.4001010000,irreginf.irreginfln26447pa,irreginfl.irregular3
δίδοσθαι,lsj.n26447,forms.4001020000,irreginf.irreginfln26447pm,irreginfl.irregular3
δίδοσθαι,lsj.n26447,forms.4001030000,irreginf.irreginfln26447pp,irreginfl.irregular3
δώσειν,lsj.n26447,forms.4006010000,irreginf.irreginfln26447fa,irreginfl.irregular3
δώσεσθαι,lsj.n26447,forms.4006020000,irreginf.irreginfln26447fm,irreginfl.irregular3
δοῦναι,lsj.n26447,forms.4003010000,irreginf.irreginfln26447fa,irreginfl.irregular3
δόσθαι,lsj.n26447,forms.4003020000,irreginf.irreginfln26447fm,irreginfl.irregular3
δεδωκέναι,lsj.n26447,forms.4004010000,irreginf.irreginfln26447pfa,irreginfl.irregular3
δεδόσθαι,lsj.n26447,forms.4004020000,irreginf.irreginfln26447pfm,irreginfl.irregular3
δεδόσθαι,lsj.n26447,forms.4004030000,irreginf.irreginfln26447pfp,irreginfl.irregular3
ἄλλος,lsj.n4490,forms.7010001110,irregadj.n4490a,irreginfl.irregular4
ἄλλη,lsj.n4490,forms.7010002110,irregadj.n4490b,irreginfl.irregular4
ἄλλο,lsj.n4490,forms.7010003110,irregadj.n4490c,irreginfl.irregular4
ἄλλοι,lsj.n4490,forms.7030001110,irregadj.n4490m,irreginfl.irregular4
ἄλλαι,lsj.n4490,forms.7030002110,irregadj.n4490n,irreginfl.irregular4
ἄλλα,lsj.n4490,forms.7030003110,irregadj.n4490n,irreginfl.irregular4
πολύς,lsj.n85306,forms.7010001110,irregadj.irregadjn85306a,irreginfl.irregular4
πολλή,lsj.n85306,forms.7010002110,irregadj.irregadjn85306b,irreginfl.irregular4
πολύ,lsj.n85306,forms.7010003110,irregadj.irregadjn85306c,irreginfl.irregular4
ἐγκέλευσον,lsj.n30252,forms.3213410000,compounds.n30252,verbinfl.wregaorimp1
ἐγκελευσάτω,lsj.n30252,forms.3313410000,compounds.n30252,verbinfl.wregaorimp2
ἐγκελεύσατε,lsj.n30252,forms.3233410000,compounds.n30252,verbinfl.wregaorimp3
ἐγκελευσάντων,lsj.n30252,forms.3333410000,compounds.n30252,verbinfl.wregaorimp4
ἐγκέλευσαι,lsj.n30252,forms.3213420000,compounds.n30252,verbinfl.wregaorimp5
ἐγκελευσάσθω,lsj.n30252,forms.3313420000,compounds.n30252,verbinfl.wregaorimp6
ἐγκελεύσασθε,lsj.n30252,forms.3233420000,compounds.n30252,verbinfl.wregaorimp7
ἐγκελευσάσθων,lsj.n30252,forms.3333420000,compounds.n30252,verbinfl.wregaorimp8
